any;Catalunya;edat any a any;nacionalitat;sexe;concepte;estat;valor
2023;Catalunya;87 anys;espanyola;homes;població;;11323
2023;Catalunya;87 anys;espanyola;dones;població;;19734
2023;Catalunya;87 anys;espanyola;total;població;;31057
2023;Catalunya;87 anys;estrangera;homes;població;;215
2023;Catalunya;87 anys;estrangera;dones;població;;328
2023;Catalunya;87 anys;estrangera;total;població;;543
2023;Catalunya;87 anys;total;homes;població;;11538
2023;Catalunya;87 anys;total;dones;població;;20062
2023;Catalunya;87 anys;total;total;població;;31600
2023;Catalunya;88 anys;espanyola;homes;població;;9739
2023;Catalunya;88 anys;espanyola;dones;població;;17934
2023;Catalunya;88 anys;espanyola;total;població;;27673
2023;Catalunya;88 anys;estrangera;homes;població;;171
2023;Catalunya;88 anys;estrangera;dones;població;;246
2023;Catalunya;88 anys;estrangera;total;població;;417
2023;Catalunya;88 anys;total;homes;població;;9910
2023;Catalunya;88 anys;total;dones;població;;18180
2023;Catalunya;88 anys;total;total;població;;28090
2023;Catalunya;89 anys;espanyola;homes;població;;8444
2023;Catalunya;89 anys;espanyola;dones;població;;16671
2023;Catalunya;89 anys;espanyola;total;població;;25115
2023;Catalunya;89 anys;estrangera;homes;població;;112
2023;Catalunya;89 anys;estrangera;dones;població;;205
2023;Catalunya;89 anys;estrangera;total;població;;317
2023;Catalunya;89 anys;total;homes;població;;8556
2023;Catalunya;89 anys;total;dones;població;;16876
2023;Catalunya;89 anys;total;total;població;;25432
2023;Catalunya;90 anys;espanyola;homes;població;;7194
2023;Catalunya;90 anys;espanyola;dones;població;;14732
2023;Catalunya;90 anys;espanyola;total;població;;21926
2023;Catalunya;90 anys;estrangera;homes;població;;108
2023;Catalunya;90 anys;estrangera;dones;població;;198
2023;Catalunya;90 anys;estrangera;total;població;;306
2023;Catalunya;90 anys;total;homes;població;;7302
2023;Catalunya;90 anys;total;dones;població;;14930
2023;Catalunya;90 anys;total;total;població;;22232
2023;Catalunya;91 anys;espanyola;homes;població;;5709
2023;Catalunya;91 anys;espanyola;dones;població;;12508
2023;Catalunya;91 anys;espanyola;total;població;;18217
2023;Catalunya;91 anys;estrangera;homes;població;;71
2023;Catalunya;91 anys;estrangera;dones;població;;146
2023;Catalunya;91 anys;estrangera;total;població;;217
2023;Catalunya;91 anys;total;homes;població;;5780
2023;Catalunya;91 anys;total;dones;població;;12654
2023;Catalunya;91 anys;total;total;població;;18434
2023;Catalunya;92 anys;espanyola;homes;població;;4443
2023;Catalunya;92 anys;espanyola;dones;població;;10792
2023;Catalunya;92 anys;espanyola;total;població;;15235
2023;Catalunya;92 anys;estrangera;homes;població;;83
2023;Catalunya;92 anys;estrangera;dones;població;;141
2023;Catalunya;92 anys;estrangera;total;població;;224
2023;Catalunya;92 anys;total;homes;població;;4526
2023;Catalunya;92 anys;total;dones;població;;10933
2023;Catalunya;92 anys;total;total;població;;15459
2023;Catalunya;93 anys;espanyola;homes;població;;3277
2023;Catalunya;93 anys;espanyola;dones;població;;8207
2023;Catalunya;93 anys;espanyola;total;població;;11484
2023;Catalunya;93 anys;estrangera;homes;població;;50
2023;Catalunya;93 anys;estrangera;dones;població;;92
2023;Catalunya;93 anys;estrangera;total;població;;142
2023;Catalunya;93 anys;total;homes;població;;3327
2023;Catalunya;93 anys;total;dones;població;;8299
2023;Catalunya;93 anys;total;total;població;;11626
2023;Catalunya;94 anys;espanyola;homes;població;;2470
2023;Catalunya;94 anys;espanyola;dones;població;;6718
2023;Catalunya;94 anys;espanyola;total;població;;9188
2023;Catalunya;94 anys;estrangera;homes;població;;31
2023;Catalunya;94 anys;estrangera;dones;població;;67
2023;Catalunya;94 anys;estrangera;total;població;;98
2023;Catalunya;94 anys;total;homes;població;;2501
2023;Catalunya;94 anys;total;dones;població;;6785
2023;Catalunya;94 anys;total;total;població;;9286
2023;Catalunya;95 anys;espanyola;homes;població;;1705
2023;Catalunya;95 anys;espanyola;dones;població;;5056
2023;Catalunya;95 anys;espanyola;total;població;;6761
2023;Catalunya;95 anys;estrangera;homes;població;;27
2023;Catalunya;95 anys;estrangera;dones;població;;51
2023;Catalunya;95 anys;estrangera;total;població;;78
2023;Catalunya;95 anys;total;homes;població;;1732
2023;Catalunya;95 anys;total;dones;població;;5107
2023;Catalunya;95 anys;total;total;població;;6839
2023;Catalunya;96 anys;espanyola;homes;població;;1192
2023;Catalunya;96 anys;espanyola;dones;població;;3947
2023;Catalunya;96 anys;espanyola;total;població;;5139
2023;Catalunya;96 anys;estrangera;homes;població;;15
2023;Catalunya;96 anys;estrangera;dones;població;;42
2023;Catalunya;96 anys;estrangera;total;població;;57
2023;Catalunya;96 anys;total;homes;població;;1207
2023;Catalunya;96 anys;total;dones;població;;3989
2023;Catalunya;96 anys;total;total;població;;5196
2023;Catalunya;97 anys;espanyola;homes;població;;820
2023;Catalunya;97 anys;espanyola;dones;població;;2856
2023;Catalunya;97 anys;espanyola;total;població;;3676
2023;Catalunya;97 anys;estrangera;homes;població;;12
2023;Catalunya;97 anys;estrangera;dones;població;;41
2023;Catalunya;97 anys;estrangera;total;població;;53
2023;Catalunya;97 anys;total;homes;població;;832
2023;Catalunya;97 anys;total;dones;població;;2897
2023;Catalunya;97 anys;total;total;població;;3729
2023;Catalunya;98 anys;espanyola;homes;població;;537
2023;Catalunya;98 anys;espanyola;dones;població;;1959
2023;Catalunya;98 anys;espanyola;total;població;;2496
2023;Catalunya;98 anys;estrangera;homes;població;;6
2023;Catalunya;98 anys;estrangera;dones;població;;24
2023;Catalunya;98 anys;estrangera;total;població;;30
2023;Catalunya;98 anys;total;homes;població;;543
2023;Catalunya;98 anys;total;dones;població;;1983
2023;Catalunya;98 anys;total;total;població;;2526
2023;Catalunya;99 anys;espanyola;homes;població;;341
2023;Catalunya;99 anys;espanyola;dones;població;;1346
2023;Catalunya;99 anys;espanyola;total;població;;1687
2023;Catalunya;99 anys;estrangera;homes;població;;3
2023;Catalunya;99 anys;estrangera;dones;població;;13
2023;Catalunya;99 anys;estrangera;total;població;;16
2023;Catalunya;99 anys;total;homes;població;;344
2023;Catalunya;99 anys;total;dones;població;;1359
2023;Catalunya;99 anys;total;total;població;;1703
2023;Catalunya;100 anys o més;espanyola;homes;població;;404
2023;Catalunya;100 anys o més;espanyola;dones;població;;2070
2023;Catalunya;100 anys o més;espanyola;total;població;;2474
2023;Catalunya;100 anys o més;estrangera;homes;població;;11
2023;Catalunya;100 anys o més;estrangera;dones;població;;29
2023;Catalunya;100 anys o més;estrangera;total;població;;40
2023;Catalunya;100 anys o més;total;homes;població;;415
2023;Catalunya;100 anys o més;total;dones;població;;2099
2023;Catalunya;100 anys o més;total;total;població;;2514
2023;Catalunya;total;espanyola;homes;població;;3186015
2023;Catalunya;total;espanyola;dones;població;;3353967
2023;Catalunya;total;espanyola;total;població;;6539982
2023;Catalunya;total;estrangera;homes;població;;701208
2023;Catalunya;total;estrangera;dones;població;;660773
2023;Catalunya;total;estrangera;total;població;;1361981
2023;Catalunya;total;total;homes;població;;3887223
2023;Catalunya;total;total;dones;població;;4014740
2023;Catalunya;total;total;total;població;;7901963
