Suma de Any,Suma de Coneguts,Suma de Detencions,Suma de Mes,Àrea Bàsica Policial (ABP),Nom mes,Suma de Resolts,Regió Policial (RP),Tipus de fet,Títol Codi Penal
22187,37,0,110,ABP Sant Boi de Llobregat,octubre,25,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1080,41,130,ABP Sant Boi de Llobregat,octubre,257,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,359,55,130,ABP Sant Boi de Llobregat,octubre,60,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,369,17,130,ABP Sant Boi de Llobregat,octubre,21,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,155,42,130,ABP Sant Boi de Llobregat,octubre,68,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,114,7,130,ABP Sant Boi de Llobregat,octubre,56,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,43,3,117,ABP Sant Boi de Llobregat,setembre,30,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1034,34,117,ABP Sant Boi de Llobregat,setembre,192,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,310,59,117,ABP Sant Boi de Llobregat,setembre,65,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,356,17,117,ABP Sant Boi de Llobregat,setembre,17,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,168,41,117,ABP Sant Boi de Llobregat,setembre,54,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,107,4,117,ABP Sant Boi de Llobregat,setembre,47,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,47,0,52,ABP Sant Feliu de Llobregat,abril,28,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,888,19,52,ABP Sant Feliu de Llobregat,abril,121,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,788,93,52,ABP Sant Feliu de Llobregat,abril,151,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,369,8,52,ABP Sant Feliu de Llobregat,abril,20,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,176,33,52,ABP Sant Feliu de Llobregat,abril,46,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,133,10,52,ABP Sant Feliu de Llobregat,abril,48,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,41,1,104,ABP Sant Feliu de Llobregat,agost,25,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,894,23,104,ABP Sant Feliu de Llobregat,agost,126,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,881,50,104,ABP Sant Feliu de Llobregat,agost,84,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,219,8,104,ABP Sant Feliu de Llobregat,agost,13,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,178,34,104,ABP Sant Feliu de Llobregat,agost,67,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,106,6,104,ABP Sant Feliu de Llobregat,agost,31,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,43,3,156,ABP Sant Feliu de Llobregat,desembre,26,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1042,21,156,ABP Sant Feliu de Llobregat,desembre,125,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1009,74,156,ABP Sant Feliu de Llobregat,desembre,126,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,295,9,156,ABP Sant Feliu de Llobregat,desembre,13,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,228,16,156,ABP Sant Feliu de Llobregat,desembre,41,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,136,6,156,ABP Sant Feliu de Llobregat,desembre,58,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,50,2,28,ABP Sant Feliu de Llobregat,febrer,34,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1109,46,28,ABP Sant Feliu de Llobregat,febrer,146,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,999,120,28,ABP Sant Feliu de Llobregat,febrer,131,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,364,10,28,ABP Sant Feliu de Llobregat,febrer,22,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,234,69,28,ABP Sant Feliu de Llobregat,febrer,95,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,151,14,28,ABP Sant Feliu de Llobregat,febrer,54,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
22199,48,0,11,ABP Sant Feliu de Llobregat,gener,30,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1028,26,14,ABP Sant Feliu de Llobregat,gener,112,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1035,72,14,ABP Sant Feliu de Llobregat,gener,110,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,446,11,14,ABP Sant Feliu de Llobregat,gener,36,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,219,41,14,ABP Sant Feliu de Llobregat,gener,64,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,157,9,14,ABP Sant Feliu de Llobregat,gener,51,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,37,0,91,ABP Sant Feliu de Llobregat,juliol,28,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1095,20,91,ABP Sant Feliu de Llobregat,juliol,124,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,859,94,91,ABP Sant Feliu de Llobregat,juliol,108,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,266,2,91,ABP Sant Feliu de Llobregat,juliol,13,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,239,46,91,ABP Sant Feliu de Llobregat,juliol,84,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,104,11,91,ABP Sant Feliu de Llobregat,juliol,50,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,42,3,78,ABP Sant Feliu de Llobregat,juny,30,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,923,31,78,ABP Sant Feliu de Llobregat,juny,111,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,731,94,78,ABP Sant Feliu de Llobregat,juny,133,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,278,6,78,ABP Sant Feliu de Llobregat,juny,18,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,220,45,78,ABP Sant Feliu de Llobregat,juny,75,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,119,3,78,ABP Sant Feliu de Llobregat,juny,34,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,42,2,65,ABP Sant Feliu de Llobregat,maig,27,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,971,36,65,ABP Sant Feliu de Llobregat,maig,140,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,892,95,65,ABP Sant Feliu de Llobregat,maig,141,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,362,8,65,ABP Sant Feliu de Llobregat,maig,16,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,210,49,65,ABP Sant Feliu de Llobregat,maig,77,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,118,11,65,ABP Sant Feliu de Llobregat,maig,54,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,54,2,42,ABP Sant Feliu de Llobregat,març,30,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1084,27,42,ABP Sant Feliu de Llobregat,març,163,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,927,115,42,ABP Sant Feliu de Llobregat,març,154,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,435,14,42,ABP Sant Feliu de Llobregat,març,23,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,192,49,42,ABP Sant Feliu de Llobregat,març,86,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,157,5,42,ABP Sant Feliu de Llobregat,març,59,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,43,2,143,ABP Sant Feliu de Llobregat,novembre,29,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1043,13,143,ABP Sant Feliu de Llobregat,novembre,142,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,933,75,143,ABP Sant Feliu de Llobregat,novembre,117,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,312,9,143,ABP Sant Feliu de Llobregat,novembre,14,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,183,44,143,ABP Sant Feliu de Llobregat,novembre,59,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,118,4,143,ABP Sant Feliu de Llobregat,novembre,37,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,58,2,130,ABP Sant Feliu de Llobregat,octubre,35,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1175,30,130,ABP Sant Feliu de Llobregat,octubre,137,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,869,75,130,ABP Sant Feliu de Llobregat,octubre,108,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,298,9,130,ABP Sant Feliu de Llobregat,octubre,13,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,310,66,130,ABP Sant Feliu de Llobregat,octubre,93,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,133,4,130,ABP Sant Feliu de Llobregat,octubre,60,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
22189,45,1,99,ABP Sant Feliu de Llobregat,setembre,33,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1017,36,117,ABP Sant Feliu de Llobregat,setembre,110,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,703,73,117,ABP Sant Feliu de Llobregat,setembre,112,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,286,12,117,ABP Sant Feliu de Llobregat,setembre,8,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,203,54,117,ABP Sant Feliu de Llobregat,setembre,74,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,118,7,117,ABP Sant Feliu de Llobregat,setembre,39,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,255,33,52,ABP Sant Martí,abril,219,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,6775,308,52,ABP Sant Martí,abril,1354,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1137,266,52,ABP Sant Martí,abril,232,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1704,137,52,ABP Sant Martí,abril,129,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1628,308,52,ABP Sant Martí,abril,329,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,566,45,52,ABP Sant Martí,abril,262,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,341,60,104,ABP Sant Martí,agost,293,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,10192,498,104,ABP Sant Martí,agost,1615,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1594,254,104,ABP Sant Martí,agost,203,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,2740,205,104,ABP Sant Martí,agost,192,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1911,352,104,ABP Sant Martí,agost,332,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,550,43,104,ABP Sant Martí,agost,271,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,298,25,156,ABP Sant Martí,desembre,271,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,8244,296,156,ABP Sant Martí,desembre,1754,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1280,216,156,ABP Sant Martí,desembre,217,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1935,126,156,ABP Sant Martí,desembre,114,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,2080,253,156,ABP Sant Martí,desembre,280,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,520,27,156,ABP Sant Martí,desembre,244,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,394,35,28,ABP Sant Martí,febrer,339,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,8065,363,28,ABP Sant Martí,febrer,1743,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1266,329,28,ABP Sant Martí,febrer,292,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1766,145,28,ABP Sant Martí,febrer,140,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,2058,382,28,ABP Sant Martí,febrer,363,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,548,29,28,ABP Sant Martí,febrer,330,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,285,28,14,ABP Sant Martí,gener,263,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,8051,355,14,ABP Sant Martí,gener,1730,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1363,254,14,ABP Sant Martí,gener,238,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,2028,131,14,ABP Sant Martí,gener,126,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,2235,306,14,ABP Sant Martí,gener,359,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,596,38,14,ABP Sant Martí,gener,324,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,342,47,91,ABP Sant Martí,juliol,282,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,9922,497,91,ABP Sant Martí,juliol,1770,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1370,256,91,ABP Sant Martí,juliol,222,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,2311,155,91,ABP Sant Martí,juliol,189,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,2224,393,91,ABP Sant Martí,juliol,346,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,671,44,91,ABP Sant Martí,juliol,322,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,285,37,78,ABP Sant Martí,juny,248,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,8465,398,78,ABP Sant Martí,juny,1447,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1200,226,78,ABP Sant Martí,juny,222,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1815,170,78,ABP Sant Martí,juny,135,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1987,362,78,ABP Sant Martí,juny,341,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,575,28,78,ABP Sant Martí,juny,245,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,280,37,65,ABP Sant Martí,maig,256,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,6754,365,65,ABP Sant Martí,maig,1463,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1177,312,65,ABP Sant Martí,maig,257,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1900,153,65,ABP Sant Martí,maig,156,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1877,377,65,ABP Sant Martí,maig,383,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,582,36,65,ABP Sant Martí,maig,289,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,338,30,42,ABP Sant Martí,març,310,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,7870,349,42,ABP Sant Martí,març,1807,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1249,338,42,ABP Sant Martí,març,289,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1797,163,42,ABP Sant Martí,març,154,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1879,345,42,ABP Sant Martí,març,386,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,564,28,42,ABP Sant Martí,març,310,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,306,26,143,ABP Sant Martí,novembre,264,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,7226,345,143,ABP Sant Martí,novembre,1566,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1307,229,143,ABP Sant Martí,novembre,234,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1955,117,143,ABP Sant Martí,novembre,122,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,2054,355,143,ABP Sant Martí,novembre,342,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,588,30,143,ABP Sant Martí,novembre,280,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,279,34,130,ABP Sant Martí,octubre,258,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,8177,337,130,ABP Sant Martí,octubre,1647,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1174,220,130,ABP Sant Martí,octubre,219,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,2029,160,130,ABP Sant Martí,octubre,147,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1984,363,130,ABP Sant Martí,octubre,361,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,703,39,130,ABP Sant Martí,octubre,348,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,337,42,117,ABP Sant Martí,setembre,299,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,8623,407,117,ABP Sant Martí,setembre,1692,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1265,229,117,ABP Sant Martí,setembre,197,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1997,160,117,ABP Sant Martí,setembre,142,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,2501,372,117,ABP Sant Martí,setembre,385,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,664,39,117,ABP Sant Martí,setembre,305,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,56,2,52,ABP Santa Coloma de Gramenet,abril,37,RP  Metropolitana Nord,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1281,29,52,ABP Santa Coloma de Gramenet,abril,153,RP  Metropolitana Nord,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,424,72,52,ABP Santa Coloma de Gramenet,abril,84,RP  Metropolitana Nord,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,435,23,52,ABP Santa Coloma de Gramenet,abril,25,RP  Metropolitana Nord,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,500,86,52,ABP Santa Coloma de Gramenet,abril,106,RP  Metropolitana Nord,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,159,20,52,ABP Santa Coloma de Gramenet,abril,75,RP  Metropolitana Nord,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
24210,47,1,96,ABP Santa Coloma de Gramenet,agost,33,RP  Metropolitana Nord,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1253,22,104,ABP Santa Coloma de Gramenet,agost,127,RP  Metropolitana Nord,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,439,89,104,ABP Santa Coloma de Gramenet,agost,75,RP  Metropolitana Nord,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,437,35,104,ABP Santa Coloma de Gramenet,agost,28,RP  Metropolitana Nord,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,582,82,104,ABP Santa Coloma de Gramenet,agost,91,RP  Metropolitana Nord,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,165,21,104,ABP Santa Coloma de Gramenet,agost,73,RP  Metropolitana Nord,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,51,0,156,ABP Santa Coloma de Gramenet,desembre,37,RP  Metropolitana Nord,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1692,19,156,ABP Santa Coloma de Gramenet,desembre,162,RP  Metropolitana Nord,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,424,46,156,ABP Santa Coloma de Gramenet,desembre,54,RP  Metropolitana Nord,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
