Suma de Any,Suma de Coneguts,Suma de Detencions,Suma de Mes,Àrea Bàsica Policial (ABP),Nom mes,Suma de Resolts,Regió Policial (RP),Tipus de fet,Títol Codi Penal
26221,124,2,91,ABP Barcelona,juliol,3,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,170,12,91,ABP Barcelona,juliol,10,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
18149,23,0,63,ABP Barcelona,juliol,6,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
14121,7,3,42,ABP Barcelona,juny,3,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1095,34,78,ABP Barcelona,juny,22,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
18146,12,13,54,ABP Barcelona,juny,1,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,101,4,78,ABP Barcelona,juny,1,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,174,13,78,ABP Barcelona,juny,11,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
16124,12,0,48,ABP Barcelona,juny,11,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
16129,9,1,40,ABP Barcelona,maig,5,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,991,24,65,ABP Barcelona,maig,32,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
20160,10,9,50,ABP Barcelona,maig,2,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,111,10,65,ABP Barcelona,maig,5,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,159,10,65,ABP Barcelona,maig,12,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
22179,16,0,55,ABP Barcelona,maig,7,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
12102,6,1,18,ABP Barcelona,març,4,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1035,41,42,ABP Barcelona,març,16,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
22178,14,12,33,ABP Barcelona,març,2,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,119,3,42,ABP Barcelona,març,1,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,171,17,42,ABP Barcelona,març,14,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
18148,15,3,27,ABP Barcelona,març,8,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
16138,11,0,88,ABP Barcelona,novembre,8,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1106,25,143,ABP Barcelona,novembre,21,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
16122,16,6,88,ABP Barcelona,novembre,6,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,135,4,143,ABP Barcelona,novembre,3,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,150,13,143,ABP Barcelona,novembre,6,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
20155,17,0,110,ABP Barcelona,novembre,14,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
16142,12,1,80,ABP Barcelona,octubre,4,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1244,29,130,ABP Barcelona,octubre,34,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
16122,13,1,80,ABP Barcelona,octubre,1,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,123,1,130,ABP Barcelona,octubre,2,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,189,9,130,ABP Barcelona,octubre,10,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
16121,21,0,80,ABP Barcelona,octubre,5,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
12091,7,1,54,ABP Barcelona,setembre,3,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1364,31,117,ABP Barcelona,setembre,19,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
18145,19,6,81,ABP Barcelona,setembre,5,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,127,4,117,ABP Barcelona,setembre,4,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,200,12,117,ABP Barcelona,setembre,14,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
22177,17,1,99,ABP Barcelona,setembre,4,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
18162,12,2,36,ABP Berguedà,abril,8,RP Central,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
24201,133,5,48,ABP Berguedà,abril,49,RP Central,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,113,20,52,ABP Berguedà,abril,39,RP Central,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
20155,26,1,40,ABP Berguedà,abril,4,RP Central,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
14111,5,4,28,ABP Berguedà,abril,5,RP Central,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
6048,4,1,12,ABP Berguedà,abril,2,RP Central,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
20178,19,0,80,ABP Berguedà,agost,5,RP Central,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,203,11,104,ABP Berguedà,agost,52,RP Central,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,115,12,104,ABP Berguedà,agost,24,RP Central,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,46,0,104,ABP Berguedà,agost,1,RP Central,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
20173,16,10,80,ABP Berguedà,agost,10,RP Central,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
10092,7,2,40,ABP Berguedà,agost,5,RP Central,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
18150,18,0,108,ABP Berguedà,desembre,12,RP Central,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,157,6,156,ABP Berguedà,desembre,44,RP Central,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,189,7,156,ABP Berguedà,desembre,23,RP Central,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
16143,18,0,96,ABP Berguedà,desembre,2,RP Central,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
8067,2,3,48,ABP Berguedà,desembre,4,RP Central,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
8081,6,0,48,ABP Berguedà,desembre,1,RP Central,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
18175,12,3,18,ABP Berguedà,febrer,7,RP Central,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,156,10,28,ABP Berguedà,febrer,61,RP Central,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,125,17,28,ABP Berguedà,febrer,60,RP Central,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
22196,53,0,22,ABP Berguedà,febrer,7,RP Central,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
16135,9,7,16,ABP Berguedà,febrer,7,RP Central,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
12119,8,1,12,ABP Berguedà,febrer,4,RP Central,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
12121,8,0,6,ABP Berguedà,gener,1,RP Central,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,166,14,14,ABP Berguedà,gener,52,RP Central,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,137,21,14,ABP Berguedà,gener,54,RP Central,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
16131,13,0,8,ABP Berguedà,gener,4,RP Central,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
14128,5,0,7,ABP Berguedà,gener,4,RP Central,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
12108,6,1,6,ABP Berguedà,gener,5,RP Central,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
16150,22,0,56,ABP Berguedà,juliol,5,RP Central,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,196,2,91,ABP Berguedà,juliol,51,RP Central,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,96,28,91,ABP Berguedà,juliol,28,RP Central,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
22185,33,2,77,ABP Berguedà,juliol,9,RP Central,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
20182,13,6,70,ABP Berguedà,juliol,7,RP Central,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
10102,6,1,35,ABP Berguedà,juliol,1,RP Central,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
10089,10,0,30,ABP Berguedà,juny,5,RP Central,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,333,9,78,ABP Berguedà,juny,91,RP Central,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,142,39,78,ABP Berguedà,juny,38,RP Central,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,25,1,78,ABP Berguedà,juny,3,RP Central,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
20169,15,2,60,ABP Berguedà,juny,5,RP Central,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
8071,3,1,24,ABP Berguedà,juny,4,RP Central,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
20175,16,0,50,ABP Berguedà,maig,11,RP Central,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,162,7,65,ABP Berguedà,maig,45,RP Central,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,134,22,65,ABP Berguedà,maig,41,RP Central,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
22184,20,1,55,ABP Berguedà,maig,10,RP Central,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
16134,11,9,40,ABP Berguedà,maig,9,RP Central,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
14128,5,1,35,ABP Berguedà,maig,2,RP Central,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
22188,17,1,33,ABP Berguedà,març,9,RP Central,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,155,3,42,ABP Berguedà,març,49,RP Central,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,155,14,42,ABP Berguedà,març,42,RP Central,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
20177,22,6,30,ABP Berguedà,març,17,RP Central,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
14113,6,2,21,ABP Berguedà,març,6,RP Central,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
12113,6,5,18,ABP Berguedà,març,6,RP Central,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
20172,16,0,110,ABP Berguedà,novembre,6,RP Central,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,156,5,143,ABP Berguedà,novembre,51,RP Central,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,153,16,143,ABP Berguedà,novembre,36,RP Central,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
18152,15,5,99,ABP Berguedà,novembre,3,RP Central,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
20173,12,8,110,ABP Berguedà,novembre,8,RP Central,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
10074,7,1,55,ABP Berguedà,novembre,1,RP Central,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
18161,15,0,90,ABP Berguedà,octubre,8,RP Central,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,204,11,130,ABP Berguedà,octubre,74,RP Central,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,130,22,130,ABP Berguedà,octubre,58,RP Central,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
20166,36,1,100,ABP Berguedà,octubre,4,RP Central,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
16130,9,3,80,ABP Berguedà,octubre,4,RP Central,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
16144,6,3,80,ABP Berguedà,octubre,5,RP Central,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
16150,15,0,72,ABP Berguedà,setembre,4,RP Central,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,174,14,117,ABP Berguedà,setembre,68,RP Central,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,119,22,117,ABP Berguedà,setembre,32,RP Central,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
22189,24,1,99,ABP Berguedà,setembre,5,RP Central,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
12118,7,11,54,ABP Berguedà,setembre,8,RP Central,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
8065,2,1,36,ABP Berguedà,setembre,2,RP Central,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
10093,6,0,20,ABP Cerdanya,abril,0,RP Pirineu Occidental,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
24201,90,2,48,ABP Cerdanya,abril,15,RP Pirineu Occidental,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,58,9,52,ABP Cerdanya,abril,34,RP Pirineu Occidental,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
14100,11,0,28,ABP Cerdanya,abril,1,RP Pirineu Occidental,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
12087,9,3,24,ABP Cerdanya,abril,3,RP Pirineu Occidental,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
12104,6,2,24,ABP Cerdanya,abril,7,RP Pirineu Occidental,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
18156,14,0,72,ABP Cerdanya,agost,8,RP Pirineu Occidental,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,196,6,104,ABP Cerdanya,agost,20,RP Pirineu Occidental,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
24202,55,6,96,ABP Cerdanya,agost,15,RP Pirineu Occidental,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
